policy_id,country_iso,policy_name,policy_title,jurisdiction,supranational_region,country,subnational_region,policy_city_or_local,policy_instrument,sector,policy_description,policy_type,stringency,policy_status,decision_date,start_date,end_date,high_impact,policy_objective,reference,impact_indicators,last_update,requested_country,combined_text,resilience,matching_metadata
211000286,ITA,Biofuels aid scheme: quotas Italy (2008),Biofuels aid scheme: quotas,Country,,Italy,,,Obligation schemes,Transport,,Renewables,,In force,2008.0,,,Unknown,Mitigation,http://www.minambiente.it,,,ITA, Mitigation,0,
211000287,FRA,Biogas Agreement France (1999),Biogas Agreement,Country,,France,,,"Feed-in tariffs or premiums, Voluntary approaches","Electricity and heat, Renewables, Industry, Waste CH4",,"Renewables, Non-energy use",,In force,1999.0,,,Unknown,Mitigation,https://www.iea.org/policies/3560-biogas-agreement?q=Biogas%20Agreement%20France%20%281999%29,,,FRA, Mitigation,0,
211000288,IND,Biogas Power (off-grid) Programme India (2013),Biogas Power (off-grid) Programme,Country,,India,,,"Institutional creation, Strategic planning","Electricity and heat, Renewables",,Renewables,,In force,2013.0,,,Unknown,Mitigation,https://www.dairyknowledge.in/sites/default/files/biogaspower-2013-14.pdf,,,IND, Mitigation,0,
211000294,USA,Biomass Program United States of America (2000),Biomass Program,Country,,United States of America,,,"Research &amp; Development and Deployment (RD&amp;D), Demonstration project, Research programme, Technology development","Electricity and heat, Renewables, Industry, Transport","&quot;Included in its vision was the setting of a very challenging goal: biomass will supply 5 percent of the nation’s power, 20 percent of its transportation fuels, and 25 percent of its chemicals by 2030. The goal is equivalent to 30 percent of current petroleum consumption and will require more than approximately one billion dry tons of biomass feedstock annually — a fivefold increase over the current consumption.&quot;",Renewables,,In force,2000.0,,,Unknown,Mitigation,https://www.energy.gov/sites/prod/files/2014/04/f14/biomass_rd_act_2000.pdf,,,USA,"&quot;Included in its vision was the setting of a very challenging goal: biomass will supply 5 percent of the nation’s power, 20 percent of its transportation fuels, and 25 percent of its chemicals by 2030. The goal is equivalent to 30 percent of current petroleum consumption and will require more than approximately one billion dry tons of biomass feedstock annually — a fivefold increase over the current consumption.&quot; Mitigation",0,
211000295,USA,Biomass Program: Integrated Biorefineries Subprogram United States of America (2007),Biomass Program: Integrated Biorefineries Subprogram,Country,,United States of America,,,"Research &amp; Development and Deployment (RD&amp;D), Technology development","Transport, Electricity and heat, Renewables, Industry, Waste CH4",,"Renewables, Other low-carbon technologies and fuel switch",,In force,2007.0,,,Unknown,Mitigation,https://www.energy.gov/eere/bioenergy/integrated-biorefineries,,,USA, Mitigation,0,
211000296,ITA,Biomass Research Centre Italy (2004),Biomass Research Centre,Country,,Italy,,,"Policy support, Research &amp; Development and Deployment (RD&amp;D)","Electricity and heat, Transport, Renewables",,Renewables,,In force,2004.0,,,Unknown,Mitigation,http://www.crbnet.it/,,,ITA, Mitigation,0,
211000298,USA,Biomass Research and Development Initiative (BRDI) United States of America (2002),Biomass Research and Development Initiative (BRDI),Country,,United States of America,,,"Fiscal or financial incentives, Grants and subsidies, Demonstration project, Technology deployment and diffusion, Technology development","Electricity and heat, Renewables, Agriculture and forestry",,Renewables,,In force,2002.0,,,Unknown,Mitigation,https://www.taxpayer.net/energy-natural-resources/biomass-research-and-development-initiative-fact-sheet/,,,USA, Mitigation,0,
211000299,GBR,Biomass Task Force Report United Kingdom (2005),Biomass Task Force Report,Country,,United Kingdom,,,"Fiscal or financial incentives, Advice or aid in implementation, Information provision, Institutional creation, Strategic planning, Research programme","Electricity and heat, Renewables",,Renewables,,In force,2005.0,,,Unknown,Mitigation,https://www.iea.org/policies/4440-biomass-task-force-report,,,GBR, Mitigation,0,
211000300,FRA,Biomass Verification Standards France (2005),Biomass Verification Standards,Country,,France,,,Policy support,"Transport, Electricity and heat",,Renewables,,In force,2005.0,,,Unknown,Mitigation,https://www.dqsglobal.com/intl/certify/iscc-certification,,,FRA, Mitigation,0,
211000301,FRA,Biomethane Injection into the Natural Gas Grid France (2011),Biomethane Injection into the Natural Gas Grid,Country,,France,,,Feed-in tariffs or premiums,"Electricity and heat, Gas","Since 2011, a feed-in-tariff is in place for biomethane injection into the natural gas grid. A fixed tariff between EUR cents 5/kWh EUR cents 14/kWh is offered for a period of 15 years. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020]",Renewables,,In force,2011.0,,,Unknown,Mitigation,https://www.iea.org/policies/6234-biomethane-injection-into-the-natural-gas-grid?country=France&amp;qs=fra,,,FRA,"Since 2011, a feed-in-tariff is in place for biomethane injection into the natural gas grid. A fixed tariff between EUR cents 5/kWh EUR cents 14/kWh is offered for a period of 15 years. IEA/IRENA Global Renewable Energy Policies and Measures Database © OECD/IEA and IRENA, [November 2020] Mitigation",0,
211000302,ITA,Biomethane subsidies Italy (2014),Biomethane subsidies,Country,,Italy,,,"Market-based instruments, Feed-in tariffs or premiums","Transport, Electricity and heat",,Renewables,,In force,2014.0,,,Unknown,Mitigation,https://www.iea.org/policies/5553-biomethane-subsidies?country=Italy&amp;qs=italy,,,ITA, Mitigation,0,
211000303,FRA,Bioproducts R&amp;D Programme France (2002),Bioproducts R&amp;D Programme,Country,,France,,,Research programme,"Electricity and heat, Renewables, Transport",,Renewables,,In force,2002.0,,,Unknown,Mitigation,https://www.iea.org/policies/4073-bioproducts-rd-programme?country=France&amp;page=3&amp;qs=france,,"<time datetime=""2023-02-07T12:00:00Z"">07/02/2023</time>
",FRA, Mitigation,0,
211000304,DEU,Blue Angel Ecolabel: Hot Water Tank Germany (2006),Blue Angel Ecolabel: Hot Water Tank,Country,,Germany,,,Endorsement label,"Buildings, Hot water and cooking",,Energy efficiency,,In force,2006.0,,,Unknown,Mitigation,http://www.blauer-engel.de/en/index.php,,,DEU, Mitigation,0,
211000305,USA,Blueprint for a secure energy fugure United States of America (2011),Blueprint for a secure energy fugure,Country,,United States of America,,,Strategic planning,General,"A plan to secure America&#039;s energy future. Contains multiple aspirational goals, that overlap for a large part with Obama&#039;s Climate Plan. These are (Government of USA, 2011)
- Challenges Americans to double renewable electricity generation again by 2020
- Directs the Interior Department to make energy project permitting more robust
- Commits to safer production and cleaner electricity from natural gas.
- Supports a responsible nuclear waste strategy
- Sets a goal to cut net oil imports in half by the end of the decade
- Commits to partnering with the private sector to adopt natural gas and other alternative fuels in the Nation’s trucking fleet
- Establishes a new goal to double American energy productivity by 2030
- Challenges States to Cut Energy Waste and Support Energy Efficiency and Modernize the Grid
- Commits to build on the success of existing partnerships with the public and private sector to use energy wisely
- Calls for sustained investments in technologies that promote maximum productivity of energy use and reduce waste
- Leads efforts through the Clean Energy Ministerial and other fora to promote energy efficiency and the development and deployment of clean energy
- Works through the G20 and other fora toward the global phase out of inefficient fossil fuel subsidies
- Promotes safe and responsible oil and natural gas development
- Updates our international capabilities to strengthen energy security
- Supports American nuclear exports
Target
- Reduce oil import by 50% between 2010 and 2020","Energy service demand reduction and resource efficiency, Energy efficiency, Renewables",,In force,2011.0,,,High,"Mitigation, Energy security",https://www.whitehouse.gov/the-press-office/2013/03/15/fact-sheet-president-obama-s-blueprint-clean-and-secure-energy-future,"
          
  
    Name
              GHG emissions reduction (GtCO2eq)
          

  
    Base year
              1990
          

  
    Target year
              2030
          
Forest sink increase (MtCO2e), Forest sink increase (%)
  
    Value
              0.04
          

      ",,USA,"A plan to secure America&#039;s energy future. Contains multiple aspirational goals, that overlap for a large part with Obama&#039;s Climate Plan. These are (Government of USA, 2011)
- Challenges Americans to double renewable electricity generation again by 2020
- Directs the Interior Department to make energy project permitting more robust
- Commits to safer production and cleaner electricity from natural gas.
- Supports a responsible nuclear waste strategy
- Sets a goal to cut net oil imports in half by the end of the decade
- Commits to partnering with the private sector to adopt natural gas and other alternative fuels in the Nation’s trucking fleet
- Establishes a new goal to double American energy productivity by 2030
- Challenges States to Cut Energy Waste and Support Energy Efficiency and Modernize the Grid
- Commits to build on the success of existing partnerships with the public and private sector to use energy wisely
- Calls for sustained investments in technologies that promote maximum productivity of energy use and reduce waste
- Leads efforts through the Clean Energy Ministerial and other fora to promote energy efficiency and the development and deployment of clean energy
- Works through the G20 and other fora toward the global phase out of inefficient fossil fuel subsidies
- Promotes safe and responsible oil and natural gas development
- Updates our international capabilities to strengthen energy security
- Supports American nuclear exports
Target
- Reduce oil import by 50% between 2010 and 2020 Mitigation, Energy security",1,Retrofitting (Investment Type)
211000307,FRA,Boiler Regulation France (2009),Boiler Regulation,Country,,France,,,"Monitoring, Other mandatory requirements","Buildings, Appliances, Hot water and cooking",,Energy efficiency,,In force,2009.0,,,Unknown,Mitigation,https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2015.193.01.0100.01.ENG,,,FRA, Mitigation,0,
211000308,TUR,Boilers and stoves Turkey (2005),Boilers and stoves,Country,,Turkey,,,Codes and standards,"Buildings, Hot water and cooking",,Energy efficiency,,In force,2005.0,,,Unknown,Mitigation,https://www.iea.org/policies/1144-boilers-and-stoves,,,TUR, Mitigation,0,
211000310,FRA,Bonus-Malus: vehicle CO2 bonus and penalty system France (2007),Bonus-Malus: vehicle CO2 bonus and penalty system,Country,,France,,,"Energy and other taxes, Grants and subsidies","Transport, Heavy-duty vehicles, Light-duty vehicles","Following the &quot;Grenelle of the Environment&quot;, a bonus-malus scheme was implemented in order to promote the purchase of less polluting vehicles while curbing the number of polluting ones in use.",Energy efficiency,,In force,2007.0,,,Unknown,Mitigation,https://climate-laws.org/cclow/geographies/france/policies/bonus-malus-vehicle-co2-bonus-and-penalty-system,,,FRA,"Following the &quot;Grenelle of the Environment&quot;, a bonus-malus scheme was implemented in order to promote the purchase of less polluting vehicles while curbing the number of polluting ones in use. Mitigation",0,
